flight_number,airline,origin,destination,date,day_of_week,month,scheduled_departure,actual_departure,delay_minutes,delay_category,delay_reason,distance,hour_of_day
AM477,American Airlines,EWR,LAS,2024-06-18,Tuesday,June,2024-06-18 10:15:00,2024-06-18 10:40:00,25,Moderate Delay,Weather,2611,10
JE9357,JetBlue Airways,EWR,BWI,2024-07-16,Tuesday,July,2024-07-16 07:45:00,2024-07-16 07:52:00,7,Minor Delay,Air Traffic Control,2800,7
AL2350,Alaska Airlines,PHL,IAD,2024-10-16,Wednesday,October,2024-10-16 11:30:00,2024-10-16 11:48:00,18,Moderate Delay,Air Traffic Control,2631,11
AM3036,American Airlines,IAH,JFK,2024-08-26,Monday,August,2024-08-26 06:15:00,2024-08-26 06:17:00,2,Minor Delay,Late Arrival,1045,6
JE3946,JetBlue Airways,DEN,IAH,2024-08-06,Tuesday,August,2024-08-06 15:30:00,2024-08-06 15:37:00,7,Minor Delay,Baggage Loading,1353,15
SP4163,Spirit Airlines,MIA,IAH,2024-07-30,Tuesday,July,2024-07-30 18:30:00,2024-07-30 21:37:00,187,Severe Delay,Crew Issue,498,18
DE6580,Delta Air Lines,PHL,BWI,2024-06-05,Wednesday,June,2024-06-05 15:15:00,2024-06-05 17:57:00,162,Severe Delay,Crew Issue,2568,15
JE3809,JetBlue Airways,PHL,PHX,2024-08-18,Sunday,August,2024-08-18 20:30:00,2024-08-18 20:34:00,4,Minor Delay,Late Arrival,2892,20
UN2493,United Airlines,LAS,DFW,2024-12-24,Tuesday,December,2024-12-24 15:45:00,2024-12-24 15:52:00,7,Minor Delay,Late Arrival,2153,15
JE1734,JetBlue Airways,LAS,CLT,2024-04-21,Sunday,April,2024-04-21 06:00:00,2024-04-21 10:18:00,258,Severe Delay,Aircraft Issue,450,6
UN1986,United Airlines,BOS,DFW,2024-12-19,Thursday,December,2024-12-19 13:30:00,2024-12-19 18:25:00,295,Severe Delay,Crew Issue,989,13
SP6170,Spirit Airlines,SEA,MSP,2024-05-26,Sunday,May,2024-05-26 18:15:00,2024-05-26 19:49:00,94,Severe Delay,Weather,1201,18
AM5044,American Airlines,PHX,LGA,2024-01-06,Saturday,January,2024-01-06 12:30:00,2024-01-06 12:38:00,8,Minor Delay,Air Traffic Control,807,12
SO9382,Southwest Airlines,DFW,ATL,2024-11-08,Friday,November,2024-11-08 06:30:00,2024-11-08 06:38:00,8,Minor Delay,Air Traffic Control,1035,6
AL6546,Alaska Airlines,IAH,DTW,2024-08-24,Saturday,August,2024-08-24 17:45:00,2024-08-24 18:00:00,15,Minor Delay,Late Arrival,1581,17
FR137,Frontier Airlines,DTW,EWR,2024-11-17,Sunday,November,2024-11-17 22:00:00,2024-11-18 00:21:00,141,Severe Delay,Weather,1269,22
AL9152,Alaska Airlines,MIA,MCO,2024-12-27,Friday,December,2024-12-27 08:30:00,2024-12-27 08:30:00,0,On Time,No Delay,1106,8
DE3750,Delta Air Lines,DTW,PHL,2024-02-13,Tuesday,February,2024-02-13 11:15:00,2024-02-13 11:19:00,4,Minor Delay,Air Traffic Control,980,11
UN2323,United Airlines,DFW,PHX,2024-07-27,Saturday,July,2024-07-27 07:45:00,2024-07-27 07:54:00,9,Minor Delay,Baggage Loading,1865,7
DE406,Delta Air Lines,MIA,LAS,2024-04-16,Tuesday,April,2024-04-16 16:45:00,2024-04-16 16:46:00,1,Minor Delay,Late Arrival,2963,16
SP8951,Spirit Airlines,ATL,DEN,2024-12-02,Monday,December,2024-12-02 14:30:00,2024-12-02 16:12:00,102,Severe Delay,Crew Issue,1762,14
AM2606,American Airlines,BWI,DEN,2024-10-25,Friday,October,2024-10-25 16:45:00,2024-10-25 16:58:00,13,Minor Delay,Baggage Loading,463,16
JE3185,JetBlue Airways,DFW,SEA,2024-08-26,Monday,August,2024-08-26 07:30:00,2024-08-26 07:34:00,4,Minor Delay,Air Traffic Control,2397,7
AM2776,American Airlines,CLT,PHL,2024-07-06,Saturday,July,2024-07-06 15:30:00,2024-07-06 15:37:00,7,Minor Delay,Baggage Loading,942,15
AL2712,Alaska Airlines,MCO,LAS,2024-08-17,Saturday,August,2024-08-17 06:15:00,2024-08-17 06:30:00,15,Minor Delay,Air Traffic Control,238,6
AM2302,American Airlines,SEA,EWR,2024-03-10,Sunday,March,2024-03-10 15:00:00,2024-03-10 15:19:00,19,Moderate Delay,Weather,1140,15
SO3332,Southwest Airlines,PHX,SFO,2024-01-12,Friday,January,2024-01-12 13:00:00,2024-01-12 14:32:00,92,Severe Delay,Airport Congestion,2068,13
AM7268,American Airlines,EWR,LAX,2024-07-05,Friday,July,2024-07-05 18:30:00,2024-07-05 21:41:00,191,Severe Delay,Aircraft Issue,432,18
JE6165,JetBlue Airways,MCO,DFW,2024-03-29,Friday,March,2024-03-29 05:15:00,2024-03-29 07:57:00,162,Severe Delay,Airport Congestion,898,5
AM3651,American Airlines,PHX,IAD,2024-04-30,Tuesday,April,2024-04-30 20:15:00,2024-04-30 20:28:00,13,Minor Delay,Late Arrival,1412,20
DE9627,Delta Air Lines,IAD,ATL,2024-08-22,Thursday,August,2024-08-22 05:15:00,2024-08-22 06:52:00,97,Severe Delay,Crew Issue,413,5
AM7298,American Airlines,IAD,EWR,2024-07-10,Wednesday,July,2024-07-10 20:30:00,2024-07-10 20:32:00,2,Minor Delay,Late Arrival,2094,20
FR8213,Frontier Airlines,SEA,PHX,2024-02-22,Thursday,February,2024-02-22 12:15:00,2024-02-22 13:10:00,55,Moderate Delay,Late Arrival,1673,12
SO8895,Southwest Airlines,SFO,LAX,2024-11-23,Saturday,November,2024-11-23 18:45:00,2024-11-23 18:57:00,12,Minor Delay,Baggage Loading,2271,18
UN2648,United Airlines,SEA,BWI,2024-02-02,Friday,February,2024-02-02 04:30:00,2024-02-02 04:43:00,13,Minor Delay,Late Arrival,1354,4
JE8408,JetBlue Airways,IAD,LAX,2024-12-30,Monday,December,2024-12-30 21:45:00,2024-12-30 21:56:00,11,Minor Delay,Air Traffic Control,2048,21
DE3152,Delta Air Lines,ORD,CLT,2024-10-20,Sunday,October,2024-10-20 05:00:00,2024-10-20 05:21:00,21,Moderate Delay,Late Arrival,2303,5
SO5779,Southwest Airlines,SAN,DTW,2024-01-22,Monday,January,2024-01-22 12:00:00,2024-01-22 12:08:00,8,Minor Delay,Air Traffic Control,2061,12
FR4873,Frontier Airlines,SAN,DFW,2024-01-26,Friday,January,2024-01-26 18:15:00,2024-01-26 18:36:00,21,Moderate Delay,Air Traffic Control,624,18
JE5915,JetBlue Airways,CLT,BWI,2024-10-27,Sunday,October,2024-10-27 09:00:00,2024-10-27 09:21:00,21,Moderate Delay,Airport Congestion,918,9
FR6453,Frontier Airlines,IAD,PHX,2024-03-13,Wednesday,March,2024-03-13 08:45:00,2024-03-13 08:58:00,13,Minor Delay,Air Traffic Control,1677,8
UN2464,United Airlines,ORD,EWR,2024-05-28,Tuesday,May,2024-05-28 07:30:00,2024-05-28 07:40:00,10,Minor Delay,Baggage Loading,2621,7
SP3251,Spirit Airlines,MCO,ATL,2024-11-26,Tuesday,November,2024-11-26 16:15:00,2024-11-26 16:26:00,11,Minor Delay,Baggage Loading,1405,16
FR403,Frontier Airlines,MIA,DTW,2024-06-03,Monday,June,2024-06-03 19:45:00,2024-06-03 20:09:00,24,Moderate Delay,Air Traffic Control,248,19
FR440,Frontier Airlines,CLT,ATL,2024-05-18,Saturday,May,2024-05-18 19:45:00,2024-05-18 23:13:00,208,Severe Delay,Weather,2707,19
SO7443,Southwest Airlines,BOS,PHX,2024-06-09,Sunday,June,2024-06-09 15:15:00,2024-06-09 15:32:00,17,Moderate Delay,Airport Congestion,855,15
AL6884,Alaska Airlines,LAS,MIA,2024-11-02,Saturday,November,2024-11-02 07:45:00,2024-11-02 07:48:00,3,Minor Delay,Air Traffic Control,855,7
UN387,United Airlines,EWR,DEN,2024-07-02,Tuesday,July,2024-07-02 20:30:00,2024-07-02 20:41:00,11,Minor Delay,Air Traffic Control,2676,20
AM6143,American Airlines,PHL,CLT,2024-03-09,Saturday,March,2024-03-09 07:30:00,2024-03-09 07:33:00,3,Minor Delay,Baggage Loading,1881,7
AM2584,American Airlines,PHL,SEA,2024-04-21,Sunday,April,2024-04-21 09:45:00,2024-04-21 09:49:00,4,Minor Delay,Air Traffic Control,2097,9
UN6794,United Airlines,CLT,BWI,2024-12-08,Sunday,December,2024-12-08 17:15:00,2024-12-08 17:21:00,6,Minor Delay,Baggage Loading,511,17
JE8527,JetBlue Airways,ATL,SLC,2024-06-20,Thursday,June,2024-06-20 16:30:00,2024-06-20 16:32:00,2,Minor Delay,Air Traffic Control,638,16
AM814,American Airlines,PHX,LGA,2024-04-24,Wednesday,April,2024-04-24 14:15:00,2024-04-24 16:05:00,110,Severe Delay,Weather,2831,14
UN2587,United Airlines,ORD,MCO,2024-02-12,Monday,February,2024-02-12 18:30:00,2024-02-12 23:21:00,291,Severe Delay,Weather,1725,18
UN7234,United Airlines,DTW,EWR,2024-10-02,Wednesday,October,2024-10-02 14:45:00,2024-10-02 14:48:00,3,Minor Delay,Air Traffic Control,625,14
DE8797,Delta Air Lines,SEA,PHX,2024-10-25,Friday,October,2024-10-25 14:00:00,2024-10-25 14:22:00,22,Moderate Delay,Air Traffic Control,747,14
AM797,American Airlines,JFK,CLT,2024-12-10,Tuesday,December,2024-12-10 15:45:00,2024-12-10 15:49:00,4,Minor Delay,Late Arrival,2167,15
AL8632,Alaska Airlines,SEA,EWR,2024-05-05,Sunday,May,2024-05-05 16:30:00,2024-05-05 20:24:00,234,Severe Delay,Crew Issue,686,16
SP2218,Spirit Airlines,MCO,SEA,2024-11-01,Friday,November,2024-11-01 16:00:00,2024-11-01 16:15:00,15,Minor Delay,Late Arrival,1986,16
UN1330,United Airlines,MCO,CLT,2024-03-15,Friday,March,2024-03-15 01:00:00,2024-03-15 01:09:00,9,Minor Delay,Air Traffic Control,2705,1
SO1947,Southwest Airlines,MIA,MSP,2024-05-09,Thursday,May,2024-05-09 21:00:00,2024-05-09 21:12:00,12,Minor Delay,Late Arrival,2028,21
SP9735,Spirit Airlines,LGA,BWI,2024-03-19,Tuesday,March,2024-03-19 22:30:00,2024-03-19 22:42:00,12,Minor Delay,Late Arrival,595,22
UN8516,United Airlines,SAN,MCO,2024-11-29,Friday,November,2024-11-29 06:00:00,2024-11-29 06:03:00,3,Minor Delay,Baggage Loading,1929,6
AM2854,American Airlines,SAN,ATL,2024-07-28,Sunday,July,2024-07-28 05:30:00,2024-07-28 07:22:00,112,Severe Delay,Crew Issue,992,5
SP3189,Spirit Airlines,ORD,ATL,2024-10-05,Saturday,October,2024-10-05 09:00:00,2024-10-05 09:15:00,15,Minor Delay,Air Traffic Control,1306,9
SO9108,Southwest Airlines,SAN,ATL,2024-05-05,Sunday,May,2024-05-05 21:15:00,2024-05-05 23:12:00,117,Severe Delay,Weather,444,21
SP8848,Spirit Airlines,SAN,EWR,2024-08-18,Sunday,August,2024-08-18 07:45:00,2024-08-18 10:19:00,154,Severe Delay,Aircraft Issue,926,7
SO8318,Southwest Airlines,LGA,JFK,2024-10-11,Friday,October,2024-10-11 16:15:00,2024-10-11 16:17:00,2,Minor Delay,Baggage Loading,1869,16
AL1968,Alaska Airlines,BWI,DTW,2024-02-12,Monday,February,2024-02-12 20:45:00,2024-02-12 20:49:00,4,Minor Delay,Baggage Loading,629,20
SP9146,Spirit Airlines,MIA,ORD,2024-05-06,Monday,May,2024-05-06 00:00:00,2024-05-06 00:12:00,12,Minor Delay,Late Arrival,2271,0
SO3796,Southwest Airlines,SAN,LGA,2024-03-21,Thursday,March,2024-03-21 07:15:00,2024-03-21 07:18:00,3,Minor Delay,Air Traffic Control,2088,7
DE8756,Delta Air Lines,BOS,SEA,2024-11-03,Sunday,November,2024-11-03 17:00:00,2024-11-03 17:01:00,1,Minor Delay,Baggage Loading,2219,17
DE811,Delta Air Lines,EWR,SLC,2024-07-16,Tuesday,July,2024-07-16 17:15:00,2024-07-16 17:25:00,10,Minor Delay,Late Arrival,2340,17
JE4152,JetBlue Airways,DEN,BWI,2024-02-21,Wednesday,February,2024-02-21 06:45:00,2024-02-21 08:14:00,89,Severe Delay,Airport Congestion,2260,6
DE5872,Delta Air Lines,PHL,EWR,2024-12-21,Saturday,December,2024-12-21 15:15:00,2024-12-21 15:16:00,1,Minor Delay,Baggage Loading,1633,15
FR3019,Frontier Airlines,IAD,SLC,2024-12-04,Wednesday,December,2024-12-04 01:15:00,2024-12-04 04:57:00,222,Severe Delay,Crew Issue,1835,1
SP2898,Spirit Airlines,LGA,IAH,2024-09-30,Monday,September,2024-09-30 15:00:00,2024-09-30 15:13:00,13,Minor Delay,Baggage Loading,1036,15
UN5726,United Airlines,SEA,LAS,2024-06-06,Thursday,June,2024-06-06 15:45:00,2024-06-06 15:51:00,6,Minor Delay,Air Traffic Control,2020,15
UN9591,United Airlines,LGA,ATL,2024-06-01,Saturday,June,2024-06-01 12:45:00,2024-06-01 12:55:00,10,Minor Delay,Late Arrival,1887,12
JE1131,JetBlue Airways,SFO,LGA,2024-08-04,Sunday,August,2024-08-04 15:45:00,2024-08-04 15:55:00,10,Minor Delay,Air Traffic Control,2466,15
FR5129,Frontier Airlines,SLC,SAN,2024-10-31,Thursday,October,2024-10-31 13:30:00,2024-10-31 13:44:00,14,Minor Delay,Late Arrival,1364,13
JE1333,JetBlue Airways,MSP,MCO,2024-07-26,Friday,July,2024-07-26 18:30:00,2024-07-26 18:42:00,12,Minor Delay,Baggage Loading,1193,18
FR8603,Frontier Airlines,BWI,SEA,2024-05-27,Monday,May,2024-05-27 07:00:00,2024-05-27 09:59:00,179,Severe Delay,Weather,1286,7
AL261,Alaska Airlines,LGA,CLT,2024-05-28,Tuesday,May,2024-05-28 16:45:00,2024-05-28 20:02:00,197,Severe Delay,Aircraft Issue,684,16
UN6628,United Airlines,LAX,BOS,2024-01-17,Wednesday,January,2024-01-17 03:45:00,2024-01-17 03:48:00,3,Minor Delay,Late Arrival,450,3
UN4532,United Airlines,DTW,PHX,2024-01-10,Wednesday,January,2024-01-10 10:00:00,2024-01-10 10:30:00,30,Moderate Delay,Airport Congestion,2926,10
AL8004,Alaska Airlines,MIA,SAN,2024-01-22,Monday,January,2024-01-22 19:15:00,2024-01-22 19:21:00,6,Minor Delay,Late Arrival,2140,19
DE9165,Delta Air Lines,IAH,SFO,2024-05-14,Tuesday,May,2024-05-14 23:15:00,2024-05-14 23:25:00,10,Minor Delay,Baggage Loading,1717,23
AM110,American Airlines,MCO,DFW,2024-01-07,Sunday,January,2024-01-07 16:45:00,2024-01-07 20:41:00,236,Severe Delay,Weather,2625,16
AL3430,Alaska Airlines,ATL,JFK,2024-11-01,Friday,November,2024-11-01 11:00:00,2024-11-01 11:21:00,21,Moderate Delay,Airport Congestion,1995,11
JE7177,JetBlue Airways,SFO,LGA,2024-10-04,Friday,October,2024-10-04 04:45:00,2024-10-04 05:24:00,39,Moderate Delay,Weather,2374,4
UN6890,United Airlines,BWI,DFW,2024-08-29,Thursday,August,2024-08-29 02:15:00,2024-08-29 02:28:00,13,Minor Delay,Late Arrival,703,2
SO4546,Southwest Airlines,MIA,SEA,2024-01-25,Thursday,January,2024-01-25 21:30:00,2024-01-25 21:50:00,20,Moderate Delay,Weather,1811,21
JE5718,JetBlue Airways,EWR,PHL,2024-09-04,Wednesday,September,2024-09-04 20:45:00,2024-09-05 00:26:00,221,Severe Delay,Aircraft Issue,1432,20
SP2422,Spirit Airlines,LAX,ORD,2024-01-20,Saturday,January,2024-01-20 09:30:00,2024-01-20 09:41:00,11,Minor Delay,Baggage Loading,2156,9
AL7070,Alaska Airlines,CLT,MCO,2024-03-11,Monday,March,2024-03-11 21:15:00,2024-03-11 21:32:00,17,Moderate Delay,Weather,1558,21
SO4931,Southwest Airlines,SFO,ATL,2024-04-30,Tuesday,April,2024-04-30 08:30:00,2024-04-30 08:40:00,10,Minor Delay,Baggage Loading,1443,8
JE5435,JetBlue Airways,IAH,BWI,2024-10-04,Friday,October,2024-10-04 08:45:00,2024-10-04 09:02:00,17,Moderate Delay,Weather,1149,8
SO5220,Southwest Airlines,ATL,MSP,2024-09-30,Monday,September,2024-09-30 19:15:00,2024-09-30 19:21:00,6,Minor Delay,Late Arrival,1624,19
DE2823,Delta Air Lines,SAN,LGA,2024-04-21,Sunday,April,2024-04-21 04:15:00,2024-04-21 04:38:00,23,Moderate Delay,Airport Congestion,574,4
FR3980,Frontier Airlines,BWI,LAX,2024-02-04,Sunday,February,2024-02-04 15:45:00,2024-02-04 15:56:00,11,Minor Delay,Baggage Loading,1308,15
SO5777,Southwest Airlines,DTW,SEA,2024-10-01,Tuesday,October,2024-10-01 17:30:00,2024-10-01 17:32:00,2,Minor Delay,Air Traffic Control,941,17
JE2890,JetBlue Airways,SLC,IAH,2024-10-26,Saturday,October,2024-10-26 06:30:00,2024-10-26 06:40:00,10,Minor Delay,Air Traffic Control,2257,6
FR6133,Frontier Airlines,LGA,DEN,2024-06-16,Sunday,June,2024-06-16 12:00:00,2024-06-16 12:13:00,13,Minor Delay,Air Traffic Control,2367,12
AM6051,American Airlines,MIA,BWI,2024-11-22,Friday,November,2024-11-22 06:45:00,2024-11-22 07:00:00,15,Minor Delay,Baggage Loading,2131,6
AL3619,Alaska Airlines,IAH,LAX,2024-04-27,Saturday,April,2024-04-27 09:30:00,2024-04-27 09:58:00,28,Moderate Delay,Late Arrival,687,9
JE9456,JetBlue Airways,SFO,MCO,2024-07-01,Monday,July,2024-07-01 08:15:00,2024-07-01 08:20:00,5,Minor Delay,Air Traffic Control,2200,8
AM3741,American Airlines,MCO,ORD,2024-09-18,Wednesday,September,2024-09-18 14:45:00,2024-09-18 15:13:00,28,Moderate Delay,Weather,1023,14
UN7097,United Airlines,DFW,DTW,2024-05-02,Thursday,May,2024-05-02 13:15:00,2024-05-02 14:19:00,64,Severe Delay,Crew Issue,913,13
FR3316,Frontier Airlines,ATL,SEA,2024-09-02,Monday,September,2024-09-02 19:45:00,2024-09-02 19:53:00,8,Minor Delay,Late Arrival,456,19
UN2102,United Airlines,SFO,IAD,2024-06-09,Sunday,June,2024-06-09 09:30:00,2024-06-09 11:48:00,138,Severe Delay,Crew Issue,1127,9
AM1763,American Airlines,MSP,LGA,2024-09-04,Wednesday,September,2024-09-04 19:30:00,2024-09-04 19:34:00,4,Minor Delay,Baggage Loading,970,19
JE6350,JetBlue Airways,BOS,DEN,2024-05-29,Wednesday,May,2024-05-29 17:45:00,2024-05-29 19:38:00,113,Severe Delay,Airport Congestion,2611,17
JE3777,JetBlue Airways,MCO,EWR,2024-02-03,Saturday,February,2024-02-03 06:30:00,2024-02-03 10:40:00,250,Severe Delay,Crew Issue,1598,6
AM705,American Airlines,ORD,DFW,2024-01-27,Saturday,January,2024-01-27 14:30:00,2024-01-27 14:35:00,5,Minor Delay,Late Arrival,269,14
SO5676,Southwest Airlines,CLT,ORD,2024-09-29,Sunday,September,2024-09-29 17:45:00,2024-09-29 17:57:00,12,Minor Delay,Baggage Loading,1377,17
JE6487,JetBlue Airways,PHX,DTW,2024-03-28,Thursday,March,2024-03-28 18:30:00,2024-03-28 18:33:00,3,Minor Delay,Late Arrival,2719,18
AL7276,Alaska Airlines,CLT,PHL,2024-08-22,Thursday,August,2024-08-22 20:30:00,2024-08-23 01:11:00,281,Severe Delay,Crew Issue,2801,20
AL8618,Alaska Airlines,LAX,DTW,2024-12-29,Sunday,December,2024-12-29 17:00:00,2024-12-29 17:06:00,6,Minor Delay,Air Traffic Control,2006,17
FR8927,Frontier Airlines,LGA,SAN,2024-10-25,Friday,October,2024-10-25 20:00:00,2024-10-25 23:03:00,183,Severe Delay,Aircraft Issue,2818,20
FR1442,Frontier Airlines,SFO,ATL,2024-11-07,Thursday,November,2024-11-07 21:30:00,2024-11-08 00:14:00,164,Severe Delay,Crew Issue,605,21
SO7070,Southwest Airlines,BOS,CLT,2024-05-16,Thursday,May,2024-05-16 14:45:00,2024-05-16 16:08:00,83,Severe Delay,Weather,946,14
AM3539,American Airlines,MSP,DTW,2024-04-21,Sunday,April,2024-04-21 10:45:00,2024-04-21 12:13:00,88,Severe Delay,Weather,2567,10
FR8927,Frontier Airlines,DEN,MIA,2024-05-05,Sunday,May,2024-05-05 21:30:00,2024-05-05 21:40:00,10,Minor Delay,Air Traffic Control,2728,21
UN1826,United Airlines,SFO,BOS,2024-12-02,Monday,December,2024-12-02 15:30:00,2024-12-02 15:52:00,22,Moderate Delay,Late Arrival,1932,15
SO3721,Southwest Airlines,IAH,DEN,2024-10-26,Saturday,October,2024-10-26 15:30:00,2024-10-26 16:10:00,40,Moderate Delay,Late Arrival,248,15
AL3297,Alaska Airlines,LAX,SAN,2024-12-08,Sunday,December,2024-12-08 11:00:00,2024-12-08 11:15:00,15,Minor Delay,Air Traffic Control,2594,11
AM4173,American Airlines,DTW,LAX,2024-02-10,Saturday,February,2024-02-10 19:45:00,2024-02-10 19:53:00,8,Minor Delay,Late Arrival,1490,19
DE4087,Delta Air Lines,IAD,EWR,2024-06-27,Thursday,June,2024-06-27 04:00:00,2024-06-27 04:12:00,12,Minor Delay,Baggage Loading,2391,4
DE799,Delta Air Lines,MIA,IAH,2024-02-21,Wednesday,February,2024-02-21 05:15:00,2024-02-21 05:24:00,9,Minor Delay,Late Arrival,2088,5
SP1241,Spirit Airlines,SEA,IAD,2024-04-15,Monday,April,2024-04-15 18:45:00,2024-04-15 18:47:00,2,Minor Delay,Baggage Loading,772,18
DE3655,Delta Air Lines,SAN,IAH,2024-08-13,Tuesday,August,2024-08-13 13:45:00,2024-08-13 14:10:00,25,Moderate Delay,Airport Congestion,1646,13
AM216,American Airlines,BWI,SEA,2024-05-03,Friday,May,2024-05-03 14:45:00,2024-05-03 15:08:00,23,Moderate Delay,Air Traffic Control,2044,14
SO1508,Southwest Airlines,BWI,SEA,2024-12-06,Friday,December,2024-12-06 19:45:00,2024-12-06 19:52:00,7,Minor Delay,Baggage Loading,2526,19
AL5780,Alaska Airlines,ORD,LAX,2024-04-05,Friday,April,2024-04-05 11:15:00,2024-04-05 11:20:00,5,Minor Delay,Late Arrival,2712,11
UN8424,United Airlines,LAS,MSP,2024-01-22,Monday,January,2024-01-22 13:45:00,2024-01-22 13:47:00,2,Minor Delay,Air Traffic Control,2431,13
SP6296,Spirit Airlines,EWR,ATL,2024-10-31,Thursday,October,2024-10-31 10:15:00,2024-10-31 10:28:00,13,Minor Delay,Late Arrival,536,10
JE4301,JetBlue Airways,DEN,IAD,2024-07-12,Friday,July,2024-07-12 16:00:00,2024-07-12 16:13:00,13,Minor Delay,Air Traffic Control,2753,16
FR5397,Frontier Airlines,BWI,MCO,2024-12-22,Sunday,December,2024-12-22 10:30:00,2024-12-22 10:34:00,4,Minor Delay,Baggage Loading,375,10
DE713,Delta Air Lines,MCO,SAN,2024-07-10,Wednesday,July,2024-07-10 14:00:00,2024-07-10 14:10:00,10,Minor Delay,Air Traffic Control,233,14
UN8072,United Airlines,EWR,MCO,2024-05-15,Wednesday,May,2024-05-15 12:00:00,2024-05-15 12:14:00,14,Minor Delay,Baggage Loading,2970,12
FR2001,Frontier Airlines,MSP,LGA,2024-05-18,Saturday,May,2024-05-18 08:30:00,2024-05-18 09:11:00,41,Moderate Delay,Late Arrival,2555,8
SP8214,Spirit Airlines,JFK,PHX,2024-01-23,Tuesday,January,2024-01-23 16:00:00,2024-01-23 16:05:00,5,Minor Delay,Air Traffic Control,2271,16
JE8441,JetBlue Airways,SFO,PHX,2024-10-01,Tuesday,October,2024-10-01 19:30:00,2024-10-01 19:37:00,7,Minor Delay,Late Arrival,1171,19
FR2324,Frontier Airlines,BOS,ORD,2024-06-17,Monday,June,2024-06-17 12:15:00,2024-06-17 12:22:00,7,Minor Delay,Baggage Loading,2464,12
DE1831,Delta Air Lines,JFK,PHX,2024-10-13,Sunday,October,2024-10-13 18:00:00,2024-10-13 18:04:00,4,Minor Delay,Air Traffic Control,2619,18
DE8410,Delta Air Lines,BOS,MCO,2024-09-14,Saturday,September,2024-09-14 14:45:00,2024-09-14 14:52:00,7,Minor Delay,Baggage Loading,2297,14
SO3613,Southwest Airlines,JFK,MIA,2024-04-23,Tuesday,April,2024-04-23 18:45:00,2024-04-23 18:46:00,1,Minor Delay,Baggage Loading,586,18
AM304,American Airlines,LGA,ORD,2024-04-29,Monday,April,2024-04-29 21:30:00,2024-04-29 21:36:00,6,Minor Delay,Late Arrival,1916,21
UN9028,United Airlines,LAX,EWR,2024-01-12,Friday,January,2024-01-12 06:30:00,2024-01-12 07:20:00,50,Moderate Delay,Air Traffic Control,477,6
UN3911,United Airlines,DEN,BWI,2024-12-01,Sunday,December,2024-12-01 03:30:00,2024-12-01 03:36:00,6,Minor Delay,Air Traffic Control,229,3
JE1186,JetBlue Airways,ATL,DEN,2024-05-17,Friday,May,2024-05-17 17:45:00,2024-05-17 17:52:00,7,Minor Delay,Late Arrival,1314,17
SO2714,Southwest Airlines,PHX,JFK,2024-02-21,Wednesday,February,2024-02-21 23:15:00,2024-02-22 00:23:00,68,Severe Delay,Weather,2745,23
JE1718,JetBlue Airways,BWI,LAX,2024-09-04,Wednesday,September,2024-09-04 06:30:00,2024-09-04 06:41:00,11,Minor Delay,Baggage Loading,315,6
FR2574,Frontier Airlines,IAD,JFK,2024-10-27,Sunday,October,2024-10-27 23:45:00,2024-10-27 23:47:00,2,Minor Delay,Air Traffic Control,1728,23
FR4991,Frontier Airlines,LAX,MCO,2024-02-10,Saturday,February,2024-02-10 09:30:00,2024-02-10 11:49:00,139,Severe Delay,Aircraft Issue,1917,9
DE8842,Delta Air Lines,LGA,DFW,2024-02-21,Wednesday,February,2024-02-21 03:30:00,2024-02-21 03:33:00,3,Minor Delay,Baggage Loading,606,3
SP3624,Spirit Airlines,DFW,MSP,2024-12-18,Wednesday,December,2024-12-18 00:45:00,2024-12-18 00:49:00,4,Minor Delay,Late Arrival,895,0
UN675,United Airlines,DFW,BWI,2024-01-29,Monday,January,2024-01-29 10:15:00,2024-01-29 10:17:00,2,Minor Delay,Baggage Loading,755,10
AL3320,Alaska Airlines,EWR,PHL,2024-02-05,Monday,February,2024-02-05 15:00:00,2024-02-05 15:12:00,12,Minor Delay,Baggage Loading,2677,15
AM1081,American Airlines,ORD,MSP,2024-06-09,Sunday,June,2024-06-09 08:30:00,2024-06-09 09:06:00,36,Moderate Delay,Weather,2089,8
FR1565,Frontier Airlines,MCO,DFW,2024-04-20,Saturday,April,2024-04-20 16:15:00,2024-04-20 16:20:00,5,Minor Delay,Air Traffic Control,1036,16
SP9379,Spirit Airlines,DFW,DTW,2024-10-03,Thursday,October,2024-10-03 13:00:00,2024-10-03 13:08:00,8,Minor Delay,Baggage Loading,783,13
DE508,Delta Air Lines,PHX,IAH,2024-04-05,Friday,April,2024-04-05 19:30:00,2024-04-05 20:57:00,87,Severe Delay,Airport Congestion,654,19
UN9064,United Airlines,DEN,MSP,2024-10-18,Friday,October,2024-10-18 19:45:00,2024-10-18 19:48:00,3,Minor Delay,Air Traffic Control,1867,19
UN3795,United Airlines,MIA,SEA,2024-01-28,Sunday,January,2024-01-28 19:15:00,2024-01-28 19:21:00,6,Minor Delay,Air Traffic Control,580,19
SP352,Spirit Airlines,LAX,IAH,2024-11-27,Wednesday,November,2024-11-27 07:30:00,2024-11-27 09:12:00,102,Severe Delay,Weather,2589,7
JE7408,JetBlue Airways,BOS,CLT,2024-05-19,Sunday,May,2024-05-19 11:00:00,2024-05-19 11:10:00,10,Minor Delay,Air Traffic Control,1923,11
AL5274,Alaska Airlines,ORD,PHX,2024-11-24,Sunday,November,2024-11-24 21:45:00,2024-11-24 21:55:00,10,Minor Delay,Late Arrival,2107,21
